v4_0,time,time,uk_only,geography,cpih1dim1,aggregate
75.3,Month,Jul-07,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
76.6,Month,Jun-07,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
76.1,Month,May-07,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
75.8,Month,Apr-07,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
75.6,Month,Mar-07,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
75.2,Month,Feb-07,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
74.5,Month,Jan-07,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
75.1,Month,Dec-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
75,Month,Nov-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
74.3,Month,Oct-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
73.9,Month,Sep-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
73.5,Month,Aug-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
73.2,Month,Jul-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
73.1,Month,Jun-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
72.6,Month,May-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71.5,Month,Apr-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71.7,Month,Mar-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
72.1,Month,Feb-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71.7,Month,Jan-06,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71.9,Month,Dec-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71.5,Month,Nov-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71,Month,Oct-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71.2,Month,Sep-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71.2,Month,Aug-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71,Month,Jul-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71.8,Month,Jun-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71.8,Month,May-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71.4,Month,Apr-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
72,Month,Mar-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
71.4,Month,Feb-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
70.9,Month,Jan-05,K02000001,United Kingdom,cpih1dim1T10000,01 Food and non-alcoholic beverages
101.7,Month,Nov-18,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.4,Month,Oct-18,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.5,Month,Sep-18,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.7,Month,Aug-18,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.4,Month,Jul-18,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.2,Month,Jun-18,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.8,Month,May-18,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102,Month,Apr-18,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.5,Month,Mar-18,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.2,Month,Feb-18,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.1,Month,Jan-18,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.2,Month,Dec-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.6,Month,Nov-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101,Month,Oct-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
100.4,Month,Sep-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.6,Month,Aug-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.5,Month,Jul-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.5,Month,Jun-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.8,Month,May-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.7,Month,Apr-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.5,Month,Mar-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.9,Month,Feb-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.2,Month,Jan-17,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.1,Month,Dec-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
97.3,Month,Nov-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
96.9,Month,Oct-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
97,Month,Sep-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
97.4,Month,Aug-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
96.8,Month,Jul-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
96.9,Month,Jun-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
97.4,Month,May-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
97.9,Month,Apr-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
97.9,Month,Mar-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.7,Month,Feb-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.6,Month,Jan-16,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.1,Month,Dec-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.1,Month,Nov-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99,Month,Oct-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.5,Month,Sep-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.3,Month,Aug-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.5,Month,Jul-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
100.2,Month,Jun-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
100.6,Month,May-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
100.5,Month,Apr-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
100.9,Month,Mar-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.1,Month,Feb-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.4,Month,Jan-15,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.4,Month,Dec-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.9,Month,Nov-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102,Month,Oct-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102,Month,Sep-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.1,Month,Aug-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.2,Month,Jul-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.4,Month,Jun-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.4,Month,May-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
103.6,Month,Apr-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
104.2,Month,Mar-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
104.6,Month,Feb-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
104.3,Month,Jan-14,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
104.3,Month,Dec-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
103.6,Month,Nov-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
103.6,Month,Oct-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
103.5,Month,Sep-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
103.4,Month,Aug-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.8,Month,Jul-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.4,Month,Jun-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
103,Month,May-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
103.1,Month,Apr-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.2,Month,Mar-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.8,Month,Feb-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.1,Month,Jan-13,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
102.2,Month,Dec-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
100.6,Month,Nov-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
99.4,Month,Oct-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.8,Month,Sep-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.7,Month,Aug-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.5,Month,Jul-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.6,Month,Jun-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.7,Month,May-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.2,Month,Apr-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.5,Month,Mar-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.7,Month,Feb-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
97.8,Month,Jan-12,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
98.3,Month,Dec-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
96.9,Month,Nov-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
96.2,Month,Oct-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
97.1,Month,Sep-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
96.8,Month,Aug-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
96.9,Month,Jul-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
96.7,Month,Jun-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
95.5,Month,May-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
94.3,Month,Apr-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
94.2,Month,Mar-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
95.5,Month,Feb-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
94.5,Month,Jan-11,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
94.9,Month,Dec-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
93.4,Month,Nov-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
91.9,Month,Oct-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
91.5,Month,Sep-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
91.5,Month,Aug-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
91.4,Month,Jul-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
90.7,Month,Jun-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
90.6,Month,May-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
90.8,Month,Apr-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
90.5,Month,Mar-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
90.4,Month,Feb-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
89.4,Month,Jan-10,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
89.7,Month,Dec-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
89,Month,Nov-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
88.1,Month,Oct-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
87.2,Month,Sep-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
88,Month,Aug-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
88.7,Month,Jul-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
89.2,Month,Jun-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
89.5,Month,May-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
88.5,Month,Apr-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
88.9,Month,Mar-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
89.5,Month,Feb-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
88.2,Month,Jan-09,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
88.7,Month,Dec-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
88,Month,Nov-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
86.6,Month,Oct-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
86.3,Month,Sep-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
86.4,Month,Aug-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
85.2,Month,Jul-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
84.6,Month,Jun-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
82.6,Month,May-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
81.1,Month,Apr-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
79.9,Month,Mar-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
79.6,Month,Feb-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
79.3,Month,Jan-08,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
79.5,Month,Dec-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
78.8,Month,Nov-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
77.9,Month,Oct-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
76.5,Month,Sep-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
75.4,Month,Aug-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
74.9,Month,Jul-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
76.4,Month,Jun-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
75.9,Month,May-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
75.6,Month,Apr-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
75.5,Month,Mar-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
75,Month,Feb-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
74.4,Month,Jan-07,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
75.1,Month,Dec-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
74.9,Month,Nov-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
74.1,Month,Oct-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
73.7,Month,Sep-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
73.4,Month,Aug-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
73.1,Month,Jul-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
72.9,Month,Jun-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
72.4,Month,May-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71.4,Month,Apr-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71.6,Month,Mar-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
72,Month,Feb-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71.6,Month,Jan-06,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71.9,Month,Dec-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71.5,Month,Nov-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71,Month,Oct-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71.1,Month,Sep-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71,Month,Aug-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
70.9,Month,Jul-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71.9,Month,Jun-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71.9,Month,May-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71.4,Month,Apr-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
72.1,Month,Mar-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
71.4,Month,Feb-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
70.9,Month,Jan-05,K02000001,United Kingdom,cpih1dim1G10100,01.1 Food
101.3,Month,Nov-18,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
101.9,Month,Oct-18,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
101.1,Month,Sep-18,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102.1,Month,Aug-18,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102.3,Month,Jul-18,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
101.9,Month,Jun-18,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102,Month,May-18,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102,Month,Apr-18,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102.2,Month,Mar-18,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102.6,Month,Feb-18,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102.1,Month,Jan-18,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
104,Month,Dec-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102.3,Month,Nov-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
101.8,Month,Oct-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
100.9,Month,Sep-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
101.3,Month,Aug-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
100.7,Month,Jul-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
100.8,Month,Jun-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
100.5,Month,May-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
101.1,Month,Apr-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
100.3,Month,Mar-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
99.9,Month,Feb-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
98,Month,Jan-17,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
99.8,Month,Dec-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
98.5,Month,Nov-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
97.6,Month,Oct-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
97.9,Month,Sep-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
98.5,Month,Aug-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
97.1,Month,Jul-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
97.8,Month,Jun-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
98.4,Month,May-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
98.4,Month,Apr-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
98.9,Month,Mar-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
99,Month,Feb-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
98.8,Month,Jan-16,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
100.1,Month,Dec-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
99.5,Month,Nov-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
99.7,Month,Oct-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
99.4,Month,Sep-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
99.4,Month,Aug-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
99.8,Month,Jul-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
99.1,Month,Jun-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
100.2,Month,May-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
100.1,Month,Apr-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
101,Month,Mar-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
101.3,Month,Feb-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
100.6,Month,Jan-15,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102.5,Month,Dec-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
101.4,Month,Nov-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102.9,Month,Oct-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
101.7,Month,Sep-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
103,Month,Aug-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102.4,Month,Jul-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
103.5,Month,Jun-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
102.3,Month,May-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
104,Month,Apr-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
104.1,Month,Mar-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
104.6,Month,Feb-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
103,Month,Jan-14,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
105.1,Month,Dec-13,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
103.7,Month,Nov-13,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
103.8,Month,Oct-13,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
104.4,Month,Sep-13,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
104.7,Month,Aug-13,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
103.4,Month,Jul-13,K02000001,United Kingdom,cpih1dim1S10101,01.1.1 Bread and cereals
